watermark,is_custom_deck,draw_before,number_to_play,card_text
DAH,t,0,2,Knowing Chilled&#39;s knowledge with Minecraft&#44; he&#39;ll probably use [blank] on [blank] in his next video.
DAH,t,0,1,Last Thursday&#44; Riorach was identified in public and she proceeded to [blank].
DAH,t,0,2,My name is-a [blank] and i likea da [blank].
DAH,t,0,2,Oh great&#44; [blank] is doing another [blank] game LP.
DAH,t,0,1,On this episode of PKA Woody and Wings talk about [blank].
DAH,t,0,1,One of these days i&#39;m just gonna shit my [blank].
DAH,t,0,1,Only Totalbiscuit would spend an hour long video discussing [blank].
DAH,t,0,1,Pewdiepie&#39;s going to play [blank]!?
DAH,t,0,1,Smarty&#39;s darkest fear is [blank].
DAH,t,0,1,Tehsmarty loves the smell of [blank] in the morning.
DAH,t,0,2,The comment section was nothing but [blank] arguing about [blank].
DAH,t,0,1,The Creatures&#39; next member is [blank].
DAH,t,0,1,The Xbox One&#39;s DRM policy isn&#39;t half as bad as [blank].
DAH,t,0,1,This time on Brutalmoose&#39;s Top 10&#44; his guest was [blank].
DAH,t,0,1,TotalBiscuit&#39;s top hat is actually [blank]. 
DAH,t,0,1,Two Best Friends Play [blank].
DAH,t,0,1,What did Criken do this time to break ARMA III? 
DAH,t,0,1,What did Mitch or Bajan Canadian find in the fridge today?
DAH,t,0,1,What did Pewdiepie overreact to on his channel today?
DAH,t,0,1,What was the big prize this time around at the Thrown Controllers panel?
DAH,t,0,1,What will YouTube add in its next unneeded update?
DAH,t,0,1,What&#39;s a paladin?
DAH,t,0,1,When Sp00n finally removed his horsemask on the livestream&#44; we saw [blank].
DAH,t,0,1,You need to [blank] your asshole&#44; it&#39;s vital to this operation.
DAH,t,0,1,ZeRoyalViking&#39;s up and coming game company&#44; &#34;ZEA&#34; accredits their success to [blank].
DW,t,0,2,[blank] was sent to save [blank].
DW,t,0,2,According to the Daleks&#44; [blank] is better at [blank].
DW,t,0,1,Adipose were thought to be made of fat&#44; but are really made of [blank].
DW,t,0,1,After we watch an episode&#44; I&#39;ve got some [blank]-flavored Jelly Babies to hand out.
DW,t,0,1,At this new Doctor Who themed restaurant&#44; you can get a free [blank] if you can eat a plate of bangers and mash in under 3 minutes.
DW,t,0,1,Bowties are [blank].
DW,t,0,1,FUN FACT: The Daleks were originally shaped to look like [blank].
DW,t,0,1,I hear the next thing that will cause The Doctor to regenerate is [blank].
DW,t,0,1,I think the BBC is losing it. They just released a Doctor Who themed [blank].
DW,t,0,1,I was ok with all the BAD WOLF graffiti&#44; until someone wrote it on [blank].
DW,t,0,1,I&#39;d give up [blank] to travel with The Doctor.
DW,t,0,1,In all of space and time you decide that [blank] is a good choice?!
DW,t,0,1,It&#39;s a little known fact that if you send a [blank] to the BBC&#44; they will send you a picture of The Doctor.
DW,t,0,1,Jack Harkness&#44; I can&#39;t leave you alone for a minute! I turn around and you&#39;re trying to seduce [blank].
DW,t,0,1,Old and busted: EXTERMINATE! New hotness: [blank].
DW,t,0,1,Originally&#44; the 50th special was going to have [blank] appear&#44; but the BBC decided against it in the end.
DW,t,0,1,The Chameleon circuit is working again...somewhat. Instead of a phone booth&#44; the TARDIS is now a [blank].
DW,t,0,1,The Doctor did it! He saved the world again! This time using a [blank].
DW,t,0,1,The next Doctor Who spin-off is going to be called [blank].
DW,t,0,1,There&#39;s a new dance on Gallifrey. It&#39;s called the [blank].
DW,t,0,1,They announced a new LEGO Doctor Who game! Rumor has it that [blank] is an unlockable character.
DW,t,0,1,They found some more last episodes! They were found in [blank].
DW,t,0,1,What&#39;s going to be The Doctor&#39;s new catchphrase?
DW,t,0,1,Who is going to be The Doctor&#39;s next companion?
DW,t,0,1,Who should be the 13th Doctor?
DW,t,0,1,Wibbly-wobbly&#44; timey-wimey [blank].
ESC,t,0,1,[blank]. As guaranteed as Cyprus giving Greece 12 points.
ESC,t,0,1,A (few) word(s) synonymous with Eurovision fans: [blank]
ESC,t,0,1,Azerbaijan&#44; Land of [blank].
ESC,t,0,2,HELLO EUROPE&#44; [blank] CALLING! 12 POINTS GO TO [blank]!
ESC,t,0,1,I&#39;m in loooooooove with a fairytaaaale&#44; even thouuugh it [blank].
ESC,t,0,2,In an attempt to foster friendly attitudes between ESC entrants&#44; the host country made them [blank] and [blank].
ESC,t,0,1,Johnny Logan is a man of many talents; he wins Eurovisions and [blank].
ESC,t,0,1,Krista Siegfrids&#39; chronic marrying spree added [blank] to her victims list.
ESC,t,0,1,Lena goes from Eurovision winner&#44; to participant&#44; to score reader. Her next job is [blank].
ESC,t,0,1,Misheard lyrics of Verjamem resulted in people thinking Eva Boto screeched [blank].
ESC,t,0,1,Nothing can bring down Ruslana&#39;s chippy mood&#44;&#44; not even [blank].
ESC,t,0,2,Serbia entered magical girls. How horribly will their contract end?
ESC,t,0,1,The BBC have decided to dig up another old relic and send [blank] to represent the UK.
ESC,t,0,2,The correct procedure for listening to Fairytale is:
ESC,t,2,3,The winning act had [blank] and [blank] as the singer belted out lyrics about [blank].
ESC,t,0,1,There&#39;s rumours of a country buying votes with [blank].
ESC,t,0,1,This country has declined to participate due to [blank].
ESC,t,0,2,This performance contains flashing images&#44; [blank] and [blank].
ESC,t,0,1,Women kissing each other on stage&#44; men kissing each other on stage&#44; what next?
ESC,t,0,3,Your ideal interval act.
FiM1,t,2,3,[blank] [blank] Divided By [blank].
FiM1,t,0,1,[blank] <br>~Skeeter The Lurker
FiM1,t,1,2,[blank] adds a thread in the Anti-[blank] group&#44; and everybody loses their fucking minds.
FiM1,t,0,1,[blank] is Best Pony.
FiM1,t,1,2,[blank] is the least autistic [blank] on Fimfiction.
FiM1,t,1,2,[blank] posted that they&#39;re not working on fics for a while&#44; because [blank].
FiM1,t,1,2,[blank] signalled the end of the [blank] Age of FiMfiction.net.
FiM1,t,0,1,[blank] signalled the end of the Golden Age of FiMfiction.net.
FiM1,t,0,1,[blank] was a strong stallion.
FiM1,t,2,3,[blank]&#44; [blank]&#44; and [blank] in a sexy circlejerk.
FiM1,t,2,3,A clopfic about [blank] with [blank]&#44; and [blank] is a sexy orphan.
FiM1,t,1,2,An alternate universe where [blank] is instead [blank].
FiM1,t,0,2,Fallout Equestria is [blank] and tends to overdramaticize its [blank].
FiM1,t,0,1,Hey&#44; let&#39;s cross over [blank] and MLP! Why the fuck not?
FiM1,t,2,3,I commissioned a picture of [blank] violating [blank] with [blank]&#39;s dick.
FiM1,t,0,1,I hope someone writes a fic about [blank] because I am too fucking lazy to do it myself.
FiM1,t,1,2,I just read a fic where [blank] was fucking [blank].
FiM1,t,0,1,I just started the [blank]verse.
FiM1,t,0,1,I swear I&#39;m going to quit the fandom if [blank] happens.
FiM1,t,0,1,If only people bothered to read Ezn&#39;s [blank] Guide!
FiM1,t,0,1,knighty&#39;s new blogpost is about [blank]
FiM1,t,0,1,My [blank] Pony
FiM1,t,0,1,My Little Dashie? How about My Little [blank]?
FiM1,t,1,2,My OTP is [blank] and [blank].
FiM1,t,0,1,Oh&#44; fuck&#44; someone made a group about [blank].
FiM1,t,0,1,Oh&#44; look&#44; [blank] made a fan group for themselves.
FiM1,t,0,2,RainbowBob&#39;s newest clopfic: [blank] X [blank]
FiM1,t,0,1,Remember when [blank] was on every page?
FiM1,t,0,1,Short Skirts and [blank].
FiM1,t,2,3,Someone should write a clopfic of [blank] fucking [blank]&#44; using [blank] as lubricant.
FiM1,t,1,2,That fucking idiot [blank] ragequit the fandom over [blank].
FiM1,t,0,1,The [blank] Bureau.
FiM1,t,1,2,The [blank] Group of [blank] Excellence.
FiM1,t,0,2,The cardinal sin of FiMFic noobs: [blank] without [blank]
FiM1,t,1,2,The Incredible [blank] Of A Winning [blank].
FiM1,t,0,2,There&#39;s a crossover fic about [blank] and [blank] in the FB.
Furry,t,0,1,[blank] are definitely the new huskies.
Furry,t,0,1,[blank] are so goddamn cool.
Furry,t,0,2,[blank] fucking [blank]. Now that&#39;s hot.
Furry,t,0,1,[blank] is a shining example of what those with autism can really do.
Furry,t,0,1,[blank] is my spirit animal.
Furry,t,0,1,[blank] is no substitute for social skills&#44; but it&#39;s a start.
Furry,t,0,1,[blank] looks pretty in all the art&#44; but have you seen one in real life?
Furry,t,0,1,[blank] ruined the fandom.
Furry,t,0,1,[blank]&#44; by Bad Dragon™.
Furry,t,0,1,[blank]. And now I&#39;m bleeding.
Furry,t,0,1,[blank]. This is what my life has come to.
Furry,t,0,1,[blank]. Yeah&#44; that&#39;s a pretty interesting way to die.
Furry,t,0,1,[blank]: Horrible tragedy&#44; or sexual opportunity?
Furry,t,0,1,[blank]? Oh murr.
Furry,t,0,1,[blank]? Oh&#44; yeah&#44; I could get my mouth around that.
Furry,t,0,1,Actually coming inside [blank].
Furry,t,0,1,After being a furry for so long&#44; I can never see [blank] without getting a little aroused.
Furry,t,0,1,At first I couldn&#39;t understand [blank]&#44; but now it&#39;s my biggest kink.
Furry,t,0,1,Did you hear about the guy that smuggled [blank] into the hotel?
Furry,t,0,1,Don&#39;t knock [blank] until you&#39;ve tried it.
Furry,t,0,1,Everyone on this site has such strong opinions about [blank].
Furry,t,0,1,Everyone really just goes to the cons for [blank].
Furry,t,0,1,Everyone thinks that because I&#39;m a furry&#44; I&#39;m into [blank]. Unfortunately&#44; they&#39;re right.
Furry,t,0,1,Everyone thinks they&#39;re so great&#44; but the only thing they&#39;re good at drawing is [blank].
Furry,t,0,1,Excuse you&#44; I&#39;m a were-[blank].
Furry,t,0,2,Fuck [blank]&#44; get [blank].
Furry,t,0,1,HELLO FURRIEND&#44; HOWL ARE YOU DOING?
Furry,t,0,2,Hey&#44; you guys wanna come back to my place? I&#39;ve got [blank] and [blank].
Furry,t,0,1,I also take [blank] as payment for commissions.
Furry,t,0,1,I can&#39;t believe I spent most of my paycheck on [blank].
Furry,t,0,1,I can&#39;t wait to meet up with my internet friends for [blank].
Furry,t,0,1,I didn&#39;t believe the rumors about [blank]&#44; until I saw the videos.
Furry,t,0,1,I don&#39;t know how we got on the subject of dragon cocks&#44; but it probably started with [blank].
Furry,t,0,1,I don&#39;t think my parents will ever accept that the real me is [blank].
Furry,t,0,2,I knew I had a problem when I had to sell [blank] to pay for [blank].
Furry,t,0,1,I knew I needed to leave the fandom when I realized I was [blank].
Furry,t,0,1,I knew my boyfriend was a keeper when he said he&#39;d try [blank]&#44; just for me.
Furry,t,0,1,I never felt more accomplished than when I realized I could fit [blank] into my ass.
Furry,t,0,1,I never thought I&#39;d be comfortable with [blank]&#44; but now it&#39;s pretty much the only thing I masturbate to.
Furry,t,0,1,I realized they were a furry when they mentioned [blank].
Furry,t,0,1,I remember when [blank] was just getting started.
Furry,t,0,1,I tell everyone I&#39;m not a furry&#44; but I&#39;ve drawn a lot of [blank].
Furry,t,0,1,I tell everyone that I make my money off &#34;illustration&#44;&#34; when really&#44; I just draw [blank].
Furry,t,0,1,I think having horns would make [blank] complicated.
Furry,t,0,1,I used to avoid talking about [blank]&#44; but now it&#39;s just a part of normal conversation with my friends.
Furry,t,0,1,I would bend over for [blank].
Furry,t,0,2,I&#39;ll roleplay [blank]&#44; you can be [blank].
Furry,t,0,1,I&#39;m about 50% [blank].
Furry,t,0,2,I&#39;m no longer allowed near [blank] after the incident with [blank].
Furry,t,0,1,I&#39;m not a &#34;furry&#44;&#34; I prefer to be called [blank].
Furry,t,0,2,I&#39;m not even aroused by normal porn anymore&#44; I can only get off to [blank] or [blank].
Furry,t,0,1,I&#39;m not even sad that I devote at least six hours of each day to [blank].
Furry,t,0,1,I&#39;m only gay for [blank].
Furry,t,0,2,I&#39;m writing a porn comic about [blank] and [blank]. 
Furry,t,0,1,I&#39;ve been into [blank] since before I hit puberty&#44; I just didn&#39;t know what it meant.
Furry,t,0,1,I&#39;ve been waiting all year for [blank].
Furry,t,0,1,If my parents ever found [blank]&#44; I&#39;d probably be disowned.
Furry,t,0,1,If you like it&#44; then you should put [blank] on it.
Furry,t,0,1,In my past life&#44; I was [blank].
Furry,t,0,1,Is it weird that I want to rub my face on [blank]?
Furry,t,0,1,It all started with [blank].
Furry,t,0,1,It is my dream to be covered with [blank].
Furry,t,0,2,It never fails to liven up the workplace when you ask your coworkers if they&#39;d rather have sex with [blank] or [blank].
Furry,t,0,1,It&#39;s a little worrying that I have to compare the size of [blank] to beverage containers.
Furry,t,0,1,It&#39;s difficult to explain to friends and family why I know so much about [blank].
Furry,t,0,1,It&#39;s just that much creepier when 40-year-old men are into [blank].
Furry,t,0,1,It&#39;s not bestiality&#44; it&#39;s [blank].
Furry,t,0,1,It&#39;s really hard not to laugh at [blank].
Furry,t,0,1,Jizzing all over [blank].
Furry,t,0,1,Long story short&#44; I ended up with [blank] in my ass.
Furry,t,0,2,Lying about having [blank] to get donations&#44; which you spend on [blank].
Furry,t,0,1,Most cats are [blank].
Furry,t,0,1,My girlfriend won&#39;t let me do [blank].
Furry,t,0,1,My landlord had a lot of uncomfortable questions for me when when he found [blank] in my bedroom while I was at work.
Furry,t,0,1,My next fursuit will have [blank].
Furry,t,0,1,My Original Character&#39;s name is [blank].
Furry,t,2,3,My original species combines [blank] and [blank]. It&#39;s called [blank].
Furry,t,0,1,My secret tumblr account where I post nothing but [blank].
Furry,t,0,1,No&#44; look&#44; you don&#39;t understand. I REALLY like [blank].
Furry,t,0,1,Nobody believes me when I tell that one story about walking in on [blank].
Furry,t,0,1,Oh&#44; you&#39;re an artist? Could you draw [blank] for me?
Furry,t,0,1,Okay&#44; [blank]? Pretty much the cutest thing ever.
Furry,t,0,1,Once I started roleplaying [blank]&#44; it was all downhill from there.
Furry,t,0,1,Only my internet friends know that I fantasize about [blank].
Furry,t,0,2,Personals ad: Seeking a female who doesn&#39;t mind [blank]&#44; might also be willing to try a male if they&#39;re [blank].
Furry,t,0,1,Realizing&#44; too late&#44; the implications of your interest in [blank] as a child.
Furry,t,0,1,Suck my [blank].
Furry,t,0,1,Taking pride in one&#39;s collection of [blank].
Furry,t,0,1,The most pleasant surprise I&#39;ve had this year.
Furry,t,0,1,The most recent item in my search history.
Furry,t,0,1,The panel I&#39;m looking forward to most at AC this year is...
Furry,t,0,1,The real reason I got into the fandom? [blank].
Furry,t,0,1,They&#39;re just going to spend all that money on [blank].
Furry,t,0,2,What are the two worst cards in your hand right now?
Furry,t,0,1,What wouldn&#39;t I fuck?
Furry,t,0,1,When I thought I couldn&#39;t go any lower&#44; I realized I would probably fuck [blank].
Furry,t,0,1,When no one else is around&#44; sometimes I consider doing things with [blank].
Furry,t,0,1,While everyone else seems to have a deep&#44; instinctual fear of [blank]&#44; it just turns me on.
Furry,t,0,1,Who knew I&#39;d be able to make a living off of [blank]?
Furry,t,0,1,Whoa&#44; I might fantasize about [blank]&#44; but I&#39;d never actually go that far in real life.
Furry,t,0,2,Would you rather suck [blank]&#44; or get dicked by [blank]?
Furry,t,0,1,Yeah&#44; I know I have a lot of [blank] in my favorites&#44; but I&#39;m just here for the art.
Furry,t,0,2,You can try to justify [blank] all you want&#44; but you don&#39;t have to be [blank] to realize it&#39;s just plain wrong.
Furry,t,0,2,You don&#39;t know who [blank] is? They&#39;re the one that draws [blank].
Furry,t,0,1,You sometimes wish you&#39;d encounter [blank] while all alone&#44; in the woods. With a bottle of lube.
GFC,t,0,1,&#34;What are you thinking?&#34; &#34;You know&#44; [blank] and stuff.&#34;
GFC,t,0,2,[blank] + [blank] = Golby.
GFC,t,0,1,[blank] is camping my lane.
GFC,t,0,1,BENCH ALL THE [blank].
GFC,t,0,1,Cindi suddenly turned into Steven after [blank].
GFC,t,0,1,Connie the Condor often doesn&#39;t talk on skype because of [blank].
GFC,t,2,3,Every weekend&#44; Golby enjoys drinking [blank] before getting into a fight with [blank] and having sex with [blank].
GFC,t,2,3,Every weekend&#44; Golby likes to [blank] then [blank] before finally [blank].
GFC,t,0,1,Hey guys&#44; check out my [blank] montage!
GFC,t,0,1,I got a new tattoo&#44; it looks a bit like [blank].
GFC,t,0,1,It&#39;s DJ Manny in the hizouse&#44; playing [blank] all night long!
GFC,t,0,1,Jorgi the Corgi most definitely enjoys [blank].
GFC,t,2,3,On a night out&#44; Golby will traditionally get into a fight with a [blank] then have sex with a [blank] before complaining about a hangover from too much [blank].
GFC,t,0,1,The OGN was fun&#44; but there was far too much [blank] cosplay.
GFC,t,0,1,Tom is good&#44; but he&#39;s not [blank] good.
GFC,t,0,1,What strange Korean delicacy will Mark enjoy today?
GFC,t,0,1,When Barta isn&#39;t talking he&#39;s [blank].
GFC,t,0,1,You&#39;re so [blank] I&#39;ll have to delete you.
GG,t,0,1,&#34;These new [blank] t-shirts are gonna change some lives&#44; Arin.&#34;
GG,t,0,1,&#34;You want cheese pizza?&#34; &#34;No. [blank].&#34;
GG,t,0,1,...What the bloody hell are you two talking about?!
GG,t,0,1,[blank] don&#39;t even cost this less!
GG,t,0,1,[blank] Grumps!
GG,t,0,1,[blank] has aged really well.
GG,t,0,1,[blank] is GREAT GREAT GREAT!
GG,t,0,1,[blank] is Jon&#39;s favorite video game of all time.
GG,t,0,1,[blank] is not Jon&#39;s strong suit.
GG,t,0,1,[blank] Train!
GG,t,0,1,[blank] WINS!
GG,t,0,1,[blank]. I AAAAAAIN’T HAVIN’ THAT SHIT!
GG,t,0,1,[blank]. It&#39;s no use!
GG,t,0,1,[blank]. MILLIONS ARE DEAD!!!
GG,t,0,1,[blank]. Put that in&#44; Barry.
GG,t,0,1,[blank]. This is like one of my Japanese animes!
GG,t,0,1,[blank]: Better than deer shit!
GG,t,2,3,[blank]? Pretty smart. [blank]? Pretty fuckin&#39; smart. [blank]? FUCKING GENIUS!!!!
GG,t,0,1,[blank]? Ten-outta-ten!
GG,t,0,1,And then&#44; as a fuckin&#39; goof&#44; I&#39;d put a hole in [blank].
GG,t,0,1,And there it was...Kirby had finally met the [blank] of the lost city.
GG,t,0,1,Arin believes that the most important part of any video game is [blank].
GG,t,0,1,Arin has an adverse reaction to [blank].
GG,t,0,1,Barry entertains himself by watching old episodes of [blank].
GG,t,0,1,BARRY! SHOW [blank] AGAIN!
GG,t,0,1,Barry&#39;s sheer skill at [blank] is unmatched.
GG,t,0,1,Barry&#44; add [blank] into the video!
GG,t,0,1,Barry&#44; we need a replay on [blank].
GG,t,0,2,COME ON AND [blank]&#44; AND WELCOME TO THE [blank]!
GG,t,0,1,Do you remember the episode where Ash caught a [blank]?
GG,t,0,1,Don&#39;t throw [blank]! It&#39;s expensive to somebody!
GG,t,0,1,Dude&#44; real talk? [blank].
GG,t,0,1,Eat your [blank]&#44; son.
GG,t,0,1,Egoraptor&#39;s fiancee is actually a [blank].
GG,t,0,1,Everybody wants to know about me&#44; but they don&#39;t know about my [blank].
GG,t,0,1,Fool me once&#44; I&#39;m mad. Fool me twice? How could you. Fool me three times&#44; you&#39;re officially [blank].
GG,t,0,1,For my first attack&#44; I will juggle [blank] to impress you.
GG,t,0,1,Fuck&#44; I found a [blank].
GG,t,0,1,Game Grumps: sponsored by [blank].
GG,t,0,1,Give [blank] a chance! He&#39;ll grow on you!
GG,t,0,1,How many [blank] does Mega Man get?
GG,t,0,1,How many nose hairs does [blank] have?
GG,t,0,1,I certainly can&#39;t do it without you&#44; and I know you can&#39;t do it without [blank]!
GG,t,0,1,I don&#39;t like the [blank] flavor.
GG,t,0,1,I tell you once&#44; I tell you twice! [blank] is good for economy!
GG,t,0,1,I wanna put my [blank] in her!
GG,t,0,1,I&#39;m not even SELLING [blank]!
GG,t,0,1,I&#39;ve been [blank] again!
GG,t,2,3,If [blank] evolved from [blank]&#44; why the fuck is there still [blank]&#44; dude?!
GG,t,0,2,IF I CAN&#39;T BE [blank]&#44; I SURE AS HELL CAN BE [blank]!!
GG,t,0,1,If the [blank] wasn&#39;t there&#44; I would do. But it&#39;s there&#44; so it&#39;s not.
GG,t,0,2,If you don&#39;t know what [blank] is&#44; you can&#39;t go to [blank].
GG,t,0,2,In this corner&#44; [blank]; in the other corner&#44; [blank]; it&#39;s Game Grumps VS!
GG,t,0,1,Is there anything to gain from this?
GG,t,0,1,It&#39;s no use! Take [blank]!
GG,t,0,1,Jon and Arin suck at [blank].
GG,t,0,1,Jon and Arin win! They realize [blank] is more important.
GG,t,0,1,Jon believes that the most important part of any video game is [blank].
GG,t,0,1,Jon can&#39;t get enough of [blank].
GG,t,0,1,Jon can&#39;t survive air travel without [blank].
GG,t,0,1,Jon just wants to touch [blank].
GG,t,0,2,JON&#39;S [blank]&#44; SHOW US YOUR [blank].
GG,t,0,1,Jon&#39;s mom called him to tell him about [blank].
GG,t,0,1,Kirby has two iconic abilities: suck and [blank].
GG,t,0,1,Listen to the [blank] on this shit.
GG,t,0,2,Look at that [blank]-ass [blank]!
GG,t,0,1,Look at this guy&#44; he&#39;s like [blank].
GG,t,0,1,Look&#44; it&#39;s [blank]!
GG,t,0,1,Next time on Game Grumps&#44; [blank]!
GG,t,0,1,Nightshade: The Claws of [blank].
GG,t,0,1,Number one! With a bullet! Zoom in on the [blank]!
GG,t,0,1,Oh&#44; it&#39;s [blank]!
GG,t,0,1,One slice of [blank] please.
GG,t,0,1,Pikachu&#44; use your [blank] attack!
GG,t,0,1,Put a hole in that [blank]!
GG,t,0,1,Real talk? [blank].
GG,t,0,2,Real talk? Is that [blank] [blank]?
GG,t,0,1,Rolling around at the speed of [blank]!
GG,t,0,2,The Grumps&#39; latest silly player names are [blank] and [blank].
GG,t,0,1,This time on Guest Grumps&#44; we have [blank].
GG,t,0,1,Top five games&#44; go! 1? Mega Man X. 2-5? [blank].
GG,t,0,1,Use your [blank]!
GG,t,0,2,Welcome back to [blank] [blank]!
GG,t,0,1,Welcome back to [blank].
GG,t,0,1,Welcome to Sonic Team! We make [blank]&#44; I think!
GG,t,0,1,What am I willing to put up with today?
GG,t,0,1,What can be found in Arin&#39;s chins?
GG,t,0,1,What do Mumbo&#39;s magic words mean?
GG,t,0,1,What is the boopinest shit?
GG,t,0,1,WHAT THE FUCK IS A [blank]?!
GG,t,0,1,What&#39;s better than Skyward Sword?
GG,t,0,1,What&#39;s the real reason Jon left?
GG,t,0,1,When I look in the mirror I see [blank].
GG,t,0,1,Who replaced Jon when he left GameGrumps?
GG,t,0,1,Who&#39;s an asshole?
GG,t,0,1,Why is Steam Train so controversial?
GG,t,0,1,WOOP WOOP WOOP I&#39;M A [blank]!
GG,t,0,1,You know what fan mail makes me the happiest every time I see it? It&#39;s the ones where people are like&#44; &#34;[blank].&#34; 
GG,t,0,1,You&#39;re ruining my integrity! [blank] won&#39;t hire me now!
HBS,f,0,1,Because they are forbidden from masturbating&#44; Mormons channel their repressed sexual energy into [blank].
HBS,f,0,1,Blessed are you&#44; Lord our God&#44; creator of the universe&#44; who has granted us [blank].
HBS,f,0,2,But wait&#44; there&#39;s more! If you order [blank] in the next 15 minutes&#44; we&#39;ll throw in [blank] absolutely free!
HBS,f,0,1,GREETINGS HUMANS<br><br>I AM [blank] BOT<br><br>EXECUTING PROGRAM
HBS,f,0,2,Here&#39;s what you can expect for the new year.<br>Out: [blank].<br>In: [blank].
HBS,f,0,1,I really hope my grandmother doesn&#39;t ask me to explain [blank] again.
HBS,f,0,1,Kids these days with their iPods and their Internet. In my day&#44; all we needed to pass the time was [blank].
HBS,f,0,1,Revealed:<br>Why He Really Resigned!<br>Pope Benedict&#39;s Secret Struggle with [blank]!
HBS,f,0,1,What&#39;s the one thing that makes an elf instantly ejaculate?
HOCAH,f,0,1,A wise man said&#44; &#34;Everything is about sex. Except sex. Sex is about [blank].&#34;
HOCAH,f,0,2,Because you enjoyed [blank]&#44; we thought you&#39;d like [blank].
HOCAH,f,0,1,Cancel all my meetings. We&#39;ve got a situation with [blank] that requires my immediate attention.
HOCAH,f,0,2,Corruption. Betrayal. [blank]. Coming soon to Netflix&#44; &#34;House of [blank].&#34;
HOCAH,f,0,1,I can&#39;t believe Netflix is using [blank] to promote House of Cards.
HOCAH,f,0,1,I&#39;m not going to lie. I despise [blank]. There&#44; I said it.
HOCAH,f,0,1,If you need him to&#44; Remy Danton can pull some strings and get you [blank]&#44; but it&#39;ll cost you.
HOCAH,f,0,1,Our relationship is strictly professional. Let&#39;s not complicate things with [blank].
HOCAH,f,0,1,We&#39;re not like other news organizations. Here at Slugline&#44; we welcome [blank] in the office. 
Imgur,t,0,1,[blank] for temperature. 
Imgur,t,0,1,[blank]. Awkward boner. 
Imgur,t,0,1,[blank]. Forever Alone.
Imgur,t,0,1,[blank]. My moon and my stars. 
Imgur,t,0,1,[blank]. TOO SAD AND TOO TINY!
Imgur,t,0,1,+1 for [blank].
Imgur,t,0,1,A [blank] always pays his debts. 
Imgur,t,0,2,A hipster needs a [blank] as much as a fish needs a [blank].
Imgur,t,0,1,Actual Advice Mallard: Always [blank].
Imgur,t,0,1,Am I the only one around here who [blank]?
Imgur,t,0,1,Any love for [blank]?
Imgur,t,0,1,Are you my [blank]?
Imgur,t,0,1,Boardgame Online is more fun than [blank].
Imgur,t,0,1,Cat gifs are cuter than [blank]. 
Imgur,t,0,1,Chewie&#44; [blank] it!
Imgur,t,0,2,Confession Bear: When I was 6&#44; I [blank] on my [blank].
Imgur,t,0,1,Dobby is [blank]!!
Imgur,t,0,1,ERMAGERD! [blank].
Imgur,t,0,1,FOR [blank]!!!!
Imgur,t,0,1,For every upvote I will [blank].
Imgur,t,0,1,France is [blank]
Imgur,t,0,1,Having a bit of fun with the new [blank].
Imgur,t,0,1,I always [blank] ass - razor1000.
Imgur,t,0,1,I am a leaf on the [blank].
Imgur,t,0,2,I don’t always [blank]. But when I do[blank]..
Imgur,t,0,1,I got [blank] to the frontpage 
Imgur,t,0,2,I hate My Little Pony more than [blank] hates [blank].
Imgur,t,0,1,I have a bad feeling about [blank].
Imgur,t,0,1,I know this is a selfie but [blank].
Imgur,t,0,1,I know this is going to get downvoted to hell but [blank].
Imgur,t,0,2,I love bacon as much as [blank] loves [blank].
Imgur,t,0,2,I love My Little Pony more than [blank] loves [blank].
Imgur,t,0,2,I’ve never seen anyone so [blank] while [blank].
Imgur,t,0,2,If [blank] happens because of [blank]&#44; I will eat my socks.
Imgur,t,0,1,If it fits&#44; I [blank]. 
Imgur,t,0,1,If you could stop [blank]&#44; that’d be greeeeattt. 
Imgur,t,0,1,Imgur: where the points don’t matter and the [blank] is made up.
Imgur,t,0,1,In Japan&#44; [blank] is the new sexual trend.
Imgur,t,0,1,Justin Bieber is a [blank].
Imgur,t,0,1,Most of the time you can only fit one[blank] in there.
Imgur,t,0,1,My ovaries just exploded because of [blank]. 
Imgur,t,0,1,No&#44; no&#44; you leave [blank]. We no like you.
Imgur,t,0,1,Not asking for upvotes but [blank].
Imgur,t,0,1,Not sure if Imgur reference or [blank].
Imgur,t,0,1,OH MY GOD [blank]. ARE YOU FUCKING KIDDING ME!?
Imgur,t,0,1,Press 0 twice for [blank].
Imgur,t,0,1,Put that [blank] back where it came from or so help me.
Imgur,t,0,1,SAY GOODBYE TO[blank].
Imgur,t,0,1,Steven Moffat has no [blank]. 
Imgur,t,0,1,That [blank] tasted so bad&#44; I needed a Jolly Rancher. 
Imgur,t,0,1,That was more awkward than [blank].
Imgur,t,0,2,The [blank] for this [blank] is TOO DAMN HIGH. 
Imgur,t,0,1,Weasley is our [blank].
Imgur,t,0,1,When I found [blank] in usersubmitted&#44; I was flabbergasted. 
Imgur,t,0,1,Yer a wizard [blank]
Imgur,t,0,1,You know nothing [blank].
KHAOS,t,0,1,&#34;[blank]!&#34; &#34;It&#39;s only a model.&#34;
KHAOS,t,0,1,[blank] at last! [blank] at last! Thank God almighty&#44; I&#39;m [blank] at last! 
KHAOS,t,0,2,[blank] is the new [blank].
KHAOS,t,0,3,[blank]&#39;s latest music video features a dozen [blank] on [blank].
KHAOS,t,0,1,[blank]. Breakfast of champions!
KHAOS,t,0,1,[blank]. It&#39;s not just for breakfast anymore.
